"ngrams","Freq"
"the",1860087
"and",1094503
"to",1069441
"a",902924
"of",876808
"i",833142
"in",598585
"that",472993
"it",443583
"is",432698
"for",363846
"you",314160
"with",286748
"was",278349
"on",276531
"my",270876
"this",259114
"as",223970
"have",218926
"be",209059
"but",206445
"we",196709
"are",193955
"s",175686
"not",175015
"at",172244
"so",166999
"he",153048
"from",148394
"all",146627
"they",146319
"or",144337
"me",140200
"one",128386
"by",123380
"about",115368
"what",112895
"will",112846
"up",110861
"out",110813
"his",110028
"an",109991
"if",108878
"can",108321
"had",107025
"her",106294
"when",104246
"there",102200
"just",100766
"like",100414
"your",99713
"t",98018
"she",95358
"has",93206
"more",92847
"do",92438
"time",90945
"their",89780
"some",88915
"who",86544
"our",85102
"would",82187
"them",80542
"been",77965
"were",77632
"which",72103
"get",71073
"no",69262
"how",66568
"into",62858
"then",61887
"people",60584
"know",60531
"now",60382
"because",58009
"other",56203
"also",55372
"new",54775
"only",52668
"day",52577
"over",52366
"even",52177
"first",51620
"back",51290
"make",51206
"well",50810
"than",50571
"us",50421
"see",50213
"really",49972
"him",49815
"good",49236
"much",49207
"am",48738
"very",48282
"these",48014
"think",47776
"way",47515
"after",46783
"little",45755
"here",45600
"love",45243
"could",45185
"go",43459
"two",42291
"life",41563
"it's",40890
"many",40020
"most",39889
"any",39782
"going",39758
"did",39144
"being",39061
"where",38955
"things",38683
"still",38045
"too",37693
"those",37684
"want",37606
"work",37508
"i'm",37477
"made",37327
"before",36995
"said",36708
"year",36157
"last",36085
"through",35415
"down",35336
"1",35291
"off",35208
"while",35017
"right",34684
"something",34640
"m",34120
"its",33673
"take",33445
"years",33223
"2",32842
"around",32746
"may",32390
"few",31771
"got",31607
"never",31368
"great",31347
"say",31186
"world",30244
"need",29718
"don",29365
"book",28279
"should",28190
"every",28029
"own",27959
"home",27951
"another",27945
"don't",27301
"long",27112
"week",26747
"always",26692
"again",26489
"look",26190
"find",26056
"why",25996
"come",25725
"each",25659
"next",25004
"god",24879
"such",24701
"use",24643
"3",24571
"feel",24448
"since",24285
"today",24204
"same",24025
"thing",23994
"old",23796
"used",23278
"place",23058
"best",22817
"sure",22494
"let",21967
"until",21898
"ve",21767
"lot",21575
"though",21504
"part",21441
